AttendanceID,CourseID,StudentID,AttendanceDate,Status,Comment,User,LastEdit
3621,34,221,12/12/13,Unexcused,,12,12/12/13
3622,35,221,12/12/13,Unexcused,,12,12/12/13
3623,35,245,12/12/13,Excused,ឈឺ,12,12/12/13
3624,29,237,12/12/13,Unexcused,,9,12/12/13
3625,29,182,12/12/13,Unexcused,,9,12/12/13
3626,37,203,12/12/13,Excused,ទៅដកធ្មេញ,7,11/25/13
3627,37,126,12/13/13,Unexcused,,7,11/25/13
3628,28,220,12/13/13,Unexcused,,9,12/13/13
3629,28,195,12/13/13,Unexcused,,9,12/13/13
3630,32,146,12/13/13,Unexcused,,11,12/13/13
3631,34,221,12/13/13,Unexcused,,12,12/13/13
3632,34,245,12/13/13,Excused,ឈឺ,12,12/13/13
3633,34,247,12/13/13,Excused,ឈឺ,12,12/13/13
3634,29,233,12/13/13,Unexcused,,9,12/13/13
3635,29,232,12/13/13,Unexcused,,9,12/13/13
3636,29,220,12/13/13,Unexcused,,9,12/13/13
3637,29,239,12/13/13,Unexcused,,9,12/13/13
3638,41,28,12/13/13,Unexcused,,10,12/13/13
3639,41,103,12/13/13,Excused,ឈឺ,10,12/13/13
3640,35,221,12/13/13,Unexcused,,12,12/13/13
3641,35,245,12/13/13,Excused,ឈឺ,12,12/13/13
3642,35,247,12/13/13,Excused,ឈឺ,12,12/13/13
3643,39,71,12/11/13,Unexcused,,8,12/13/13
3644,40,71,12/11/13,Unexcused,,8,12/13/13
3645,28,222,12/16/13,Unexcused,,9,12/16/13
3646,37,122,12/16/13,Unexcused,ទៅលេងភ្លេង,7,11/28/13
3647,37,129,12/16/13,Unexcused,ទៅលេងភ្លេង,7,11/28/13
3648,41,99,12/16/13,Unexcused,,10,12/16/13
3649,33,243,12/16/13,Unexcused,,11,12/16/13
3650,28,233,12/17/13,Unexcused,,9,12/17/13
3651,28,232,12/17/13,Unexcused,,9,12/17/13
3652,28,182,12/17/13,Unexcused,,9,12/17/13
3653,28,223,12/17/13,Excused,,9,12/17/13
3654,33,146,12/17/13,Unexcused,,11,12/17/13
3655,33,171,12/17/13,Unexcused,,11,12/17/13
3656,28,220,12/18/13,Unexcused,,9,12/18/13
3657,28,182,12/18/13,Unexcused,,9,12/18/13
3658,34,183,12/18/13,Unexcused,,12,12/18/13
3659,35,183,12/18/13,Unexcused,,12,12/18/13
3660,37,219,12/19/13,Unexcused,,7,12/1/13
3661,28,220,12/19/13,Unexcused,,9,12/19/13
3662,28,177,12/19/13,Unexcused,,9,12/19/13
3663,32,244,12/19/13,Excused,ឈឺ,11,12/19/13
3664,33,244,12/19/13,Excused,ឈឺ,11,12/19/13
3665,33,196,12/19/13,Excused,ឈឺ,11,12/19/13
3666,28,182,12/20/13,Unexcused,,9,12/20/13
3667,41,26,12/19/13,Excused,ឈឺ,10,12/19/13
3668,41,32,12/19/13,Excused,ឈឺ,10,12/19/13
3669,42,99,12/20/13,Unexcused,,10,12/20/13
3670,34,183,12/22/13,Unexcused,,12,12/22/13
3671,34,161,12/22/13,Excused,ឈឺ,12,12/22/13
3672,41,99,12/22/13,Excused,ឈឺ,10,12/22/13
3673,41,47,12/22/13,Unexcused,,10,12/22/13
3674,28,182,12/23/13,Unexcused,,9,12/23/13
3675,28,237,12/23/13,Unexcused,,9,12/23/13
3676,37,62,12/23/13,Excused,ទៅបុណ្យនៅឯស្រុក,7,12/5/13
3677,37,117,12/23/13,Excused,ទៅភ្នំពេញ,7,12/5/13
3678,37,122,12/23/13,Unexcused,,7,12/5/13
3680,32,119,12/23/13,Excused,ឈឺ,11,12/23/13
3681,32,243,12/23/13,Unexcused,,11,12/23/13
3682,29,237,12/23/13,Unexcused,,9,12/23/13
3683,33,243,12/23/13,Unexcused,,11,12/23/13
3684,35,161,12/23/13,Excused,ឈឺ,12,12/23/13
3685,32,244,12/24/13,Unexcused,,11,12/24/13
3686,28,238,12/24/13,Excused,ឈឺ,9,12/24/13
3687,28,182,12/24/13,Unexcused,,9,12/24/13
3688,28,177,12/24/13,Unexcused,,9,12/24/13
3689,34,161,12/23/13,Unexcused,,12,12/23/13
3690,34,162,12/23/13,Excused,ឈឺ,12,12/23/13
3691,33,218,12/24/13,Excused,ឈឺ,11,12/24/13
3692,28,237,12/26/13,Unexcused,,9,12/26/13
3693,28,177,12/26/13,Unexcused,,9,12/26/13
3770,37,50,1/10/14,Unexcused,,7,12/23/13
5,5,25,6/8/11,Excused,,,9/16/11
6,5,27,6/8/11,Excused,,,9/16/11
7,5,40,6/8/11,Excused,,,9/16/11
8,5,46,6/8/11,Excused,,,9/16/11
9,5,26,6/9/11,Excused,,,9/16/11
10,5,42,6/15/11,Excused,,,9/16/11
11,5,48,6/17/11,Excused,,,9/16/11
12,5,33,6/24/11,Excused,,,9/16/11
14,5,34,6/16/11,Excused,,,9/16/11
15,5,48,5/11/11,Excused,,,9/16/11
16,5,34,5/16/11,Excused,,,9/16/11
17,5,34,5/17/11,Excused,,,9/16/11
18,5,34,5/18/11,Excused,,,9/16/11
19,5,34,5/19/11,Excused,,,9/16/11
20,5,34,5/20/11,Excused,,,9/16/11
21,5,28,5/31/11,Excused,,,9/16/11
22,5,36,4/1/11,Unexcused,,,9/16/11
23,5,27,4/4/11,Unexcused,,,9/16/11
24,5,30,4/4/11,Excused,,,9/16/11
25,5,33,4/4/11,Unexcused,,,9/16/11
26,5,36,4/4/11,Unexcused,,,9/16/11
27,5,40,4/4/11,Unexcused,,,9/16/11
28,5,42,4/4/11,Unexcused,,,9/16/11
29,5,44,4/4/11,Excused,,,9/16/11
30,5,48,4/4/11,Unexcused,,,9/16/11
31,5,47,4/4/11,Excused,,,9/16/11
32,5,44,4/20/11,Excused,,,9/16/11
33,5,26,2/2/11,Excused,,,9/16/11
34,5,30,2/2/11,Excused,,,9/16/11
35,5,33,2/2/11,Excused,,,9/16/11
36,5,43,2/2/11,Excused,,,9/16/11
37,5,30,2/3/11,Excused,,,9/16/11
38,5,43,2/3/11,Excused,,,9/16/11
39,5,33,2/4/11,Unexcused,,,9/16/11
41,5,37,2/4/11,Excused,,,9/16/11
42,5,43,2/4/11,Unexcused,,,9/16/11
43,5,44,2/7/11,Excused,,,9/16/11
44,5,46,2/7/11,Excused,,,9/16/11
45,5,44,2/14/11,Excused,,,9/16/11
46,5,44,2/17/11,Excused,,,9/16/11
47,5,47,2/22/11,Excused,,,9/16/11
48,5,27,2/23/11,Excused,,,9/16/11
49,5,33,1/3/11,Excused,,,9/16/11
50,5,26,1/12/11,Excused,,,9/16/11
51,5,33,1/12/11,Excused,,,9/16/11
52,5,26,1/13/11,Excused,,,9/16/11
53,5,36,1/13/11,Unexcused,,,9/16/11
54,5,42,1/13/11,Excused,,,9/16/11
55,5,47,1/13/11,Excused,,,9/16/11
56,5,33,1/18/11,Excused,,,9/16/11
57,5,36,1/18/11,Excused,,,9/16/11
58,5,40,1/18/11,Excused,,,9/16/11
59,5,31,1/21/11,Excused,,,9/16/11
60,5,30,1/31/11,Excused,,,9/16/11
61,2,61,6/2/11,Excused,,,9/17/11
62,2,67,6/2/11,Excused,,,9/17/11
63,2,55,6/3/11,Excused,,,9/17/11
64,2,57,6/3/11,Excused,,,9/17/11
65,2,61,6/3/11,Excused,,,9/17/11
66,2,67,6/3/11,Unexcused,,,9/17/11
67,2,61,6/6/11,Excused,,,9/17/11
68,2,67,6/6/11,Unexcused,,,9/17/11
69,2,80,6/6/11,Excused,,,9/17/11
70,2,80,6/7/11,Excused,,,9/17/11
71,2,61,6/7/11,Excused,,,9/17/11
72,2,67,6/7/11,Unexcused,,,9/17/11
73,2,67,6/8/11,Unexcused,,,9/17/11
74,2,80,6/8/11,Excused,,,9/17/11
75,2,53,6/9/11,Unexcused,,,9/17/11
76,2,71,6/9/11,Excused,,,9/17/11
77,2,77,6/9/11,Excused,,,9/17/11
78,2,80,6/9/11,Excused,,,9/17/11
79,2,53,6/10/11,Unexcused,,,9/17/11
80,2,67,6/10/11,Excused,,,9/17/11
81,2,70,6/10/11,Excused,,,9/17/11
82,2,80,6/10/11,Excused,,,9/17/11
83,2,53,6/13/11,Unexcused,,,9/17/11
84,2,66,6/14/11,Excused,,,9/17/11
85,2,53,6/15/11,Unexcused,,,9/17/11
86,2,66,6/15/11,Excused,,,9/17/11
87,2,51,6/17/11,Unexcused,,,9/17/11
88,2,52,6/17/11,Excused,,,9/17/11
89,2,51,6/20/11,Excused,,,9/17/11
90,2,55,6/20/11,Excused,,,9/17/11
91,2,51,6/21/11,Excused,,,9/17/11
92,2,51,6/22/11,Excused,,,9/17/11
93,2,53,6/22/11,Unexcused,,,9/17/11
94,2,67,6/22/11,Unexcused,,,9/17/11
95,3,55,6/2/11,Unexcused,,,9/17/11
96,3,61,6/2/11,Excused,,,9/17/11
97,3,67,6/2/11,Unexcused,,,9/17/11
98,3,55,6/3/11,Excused,,,9/17/11
99,3,61,6/3/11,Excused,,,9/17/11
100,3,67,6/3/11,Unexcused,,,9/17/11
101,3,55,6/6/11,Excused,,,9/17/11
102,3,61,6/6/11,Excused,,,9/17/11
103,3,67,6/6/11,Unexcused,,,9/17/11
104,3,80,6/6/11,Excused,,,9/17/11
105,3,55,6/7/11,Excused,,,9/17/11
106,3,61,6/7/11,Excused,,,9/17/11
107,3,67,6/7/11,Unexcused,,,9/17/11
108,3,80,6/7/11,Excused,,,9/17/11
109,3,53,6/9/11,Unexcused,,,9/17/11
110,3,79,6/9/11,Excused,,,9/17/11
111,3,80,6/9/11,Excused,,,9/17/11
112,3,53,6/13/11,Unexcused,,,9/17/11
113,3,71,6/13/11,Unexcused,,,9/17/11
114,3,53,6/14/11,Unexcused,,,9/17/11
115,3,66,6/14/11,Excused,,,9/17/11
116,3,53,6/15/11,Unexcused,,,9/17/11
118,3,72,6/15/11,Excused,,,9/17/11
119,3,51,6/16/11,Excused,,,9/17/11
120,3,52,6/16/11,Excused,,,9/17/11
121,3,53,6/16/11,Unexcused,,,9/17/11
122,3,67,6/16/11,Unexcused,,,9/17/11
123,3,51,6/17/11,Excused,,,9/17/11
124,3,52,6/17/11,Excused,,,9/17/11
125,3,67,6/17/11,Unexcused,,,9/17/11
126,3,51,6/20/11,Excused,,,9/17/11
127,3,52,6/20/11,Excused,,,9/17/11
128,3,53,6/20/11,Unexcused,,,9/17/11
129,3,54,6/20/11,Excused,,,9/17/11
130,3,67,6/27/11,Excused,,,9/17/11
131,3,74,6/27/11,Excused,,,9/17/11
132,3,65,6/28/11,Excused,,,9/17/11
133,3,73,6/28/11,Unexcused,,,9/17/11
134,3,74,6/28/11,Unexcused,,,9/17/11
135,3,80,6/28/11,Excused,,,9/17/11
136,3,51,6/21/11,Excused,,,9/18/11
137,2,51,5/3/11,Excused,,,9/18/11
138,2,53,5/4/11,Unexcused,,,9/18/11
139,2,55,5/4/11,Unexcused,,,9/18/11
140,2,51,5/5/11,Excused,,,9/18/11
141,2,55,5/5/11,Excused,,,9/18/11
142,2,77,5/5/11,Excused,,,9/18/11
143,2,56,5/6/11,Excused,,,9/18/11
145,2,70,5/6/11,Unexcused,,,9/18/11
146,2,53,5/9/11,Unexcused,,,9/18/11
147,2,55,5/9/11,Unexcused,,,9/18/11
148,2,66,5/9/11,Unexcused,,,9/18/11
150,2,79,5/6/11,Excused,,,9/18/11
151,2,80,5/10/11,Excused,,,9/18/11
152,2,80,5/11/11,Excused,,,9/18/11
153,2,51,5/12/11,Excused,,,9/18/11
154,2,53,5/12/11,Unexcused,,,9/18/11
155,2,77,5/12/11,Unexcused,,,9/18/11
156,2,80,5/12/11,Excused,,,9/18/11
157,2,55,5/16/11,Unexcused,,,9/18/11
158,2,61,5/16/11,Unexcused,,,9/18/11
159,2,53,5/17/11,Unexcused,,,9/18/11
160,2,55,5/17/11,Unexcused,,,9/18/11
161,2,61,5/17/11,Unexcused,,,9/18/11
162,2,77,5/17/11,Unexcused,,,9/18/11
163,2,55,5/18/11,Unexcused,,,9/18/11
164,2,55,5/19/11,Unexcused,,,9/18/11
165,2,62,5/19/11,Unexcused,,,9/18/11
166,2,67,5/19/11,Unexcused,,,9/18/11
167,2,61,5/23/11,Excused,,,9/18/11
168,2,77,5/23/11,Unexcused,,,9/18/11
169,2,55,5/24/11,Unexcused,,,9/18/11
170,2,56,5/24/11,Unexcused,,,9/18/11
171,2,61,5/24/11,Unexcused,,,9/18/11
172,2,62,5/24/11,Unexcused,,,9/18/11
173,2,50,5/25/11,Unexcused,,,9/18/11
174,2,51,5/25/11,Unexcused,,,9/18/11
175,2,52,5/25/11,Unexcused,,,9/18/11
176,2,55,5/25/11,Unexcused,,,9/18/11
177,2,56,5/25/11,Excused,,,9/18/11
178,2,61,5/25/11,Excused,,,9/18/11
179,2,61,5/26/11,Excused,,,9/18/11
180,2,61,5/27/11,Excused,,,9/18/11
181,2,61,5/30/11,Excused,,,9/18/11
182,2,61,5/31/11,Excused,,,9/18/11
183,2,67,5/31/11,Unexcused,,,9/18/11
184,2,51,5/30/11,Excused,,,9/18/11
187,6,27,7/8/11,Excused,,,9/24/11
191,6,33,6/13/11,Excused,,,9/24/11
192,6,33,6/14/11,Excused,,,9/24/11
193,6,33,6/16/11,Excused,,,9/24/11
194,6,33,6/17/11,Excused,,,9/24/11
195,6,33,6/20/11,Excused,,,9/24/11
196,6,33,6/23/11,Excused,,,9/24/11
197,6,33,6/27/11,Excused,,,9/24/11
209,5,27,9/30/11,Excused,,,9/30/11
212,13,28,10/3/11,Unexcused,,,10/3/11
214,10,51,10/3/11,Unexcused,,2,10/3/11
215,10,57,10/3/11,Unexcused,,2,10/3/11
216,10,67,10/3/11,Unexcused,,2,10/3/11
217,10,75,10/3/11,Unexcused,,2,10/3/11
218,14,28,10/3/11,Unexcused,,1,10/3/11
219,14,44,10/3/11,Unexcused,,1,10/3/11
220,11,57,10/3/11,Unexcused,,1,10/3/11
221,11,67,10/3/11,Unexcused,,1,10/3/11
222,11,75,10/3/11,Unexcused,,1,10/3/11
223,11,72,10/3/11,Unexcused,,1,10/3/11
224,13,28,10/4/11,Unexcused,,,10/4/11
225,13,44,10/4/11,Unexcused,,,10/4/11
226,8,116,10/3/11,Unexcused,,,10/4/11
227,8,64,10/3/11,Unexcused,,,10/4/11
228,8,131,10/3/11,Unexcused,,,10/4/11
229,9,116,10/3/11,Unexcused,,,10/4/11
230,9,64,10/3/11,Unexcused,,,10/4/11
231,9,131,10/3/11,Unexcused,,,10/4/11
233,10,57,10/5/11,Unexcused,has not come to school,,10/5/11
234,10,67,10/5/11,Unexcused,has not come to school yet,,10/5/11
235,10,75,10/5/11,Unexcused,,,10/5/11
236,13,28,10/5/11,Unexcused,has not come to school yet,,10/5/11
238,13,44,10/5/11,Unexcused,,1,10/5/11
239,13,44,10/3/11,Unexcused,,1,10/5/11
240,14,44,10/5/11,Unexcused,,1,10/5/11
241,14,28,10/5/11,Unexcused,,1,10/5/11
242,14,28,10/4/11,Unexcused,,1,10/5/11
243,14,44,10/4/11,Unexcused,,1,10/5/11
244,10,54,10/6/11,Unexcused,,2,10/6/11
249,8,61,10/7/11,Excused,ឈឺ,1,10/7/11
252,13,26,10/7/11,Excused,ឈឺ,4,10/7/11
253,10,54,10/7/11,Excused,ឈឺ,2,10/7/11
254,10,55,10/7/11,Excused,ឈឺ,2,10/7/11
259,8,121,10/7/11,Excused,ឈឺ,1,10/7/11
260,10,137,10/7/11,Unexcused,អត់ដឹងមូលហេតុ,2,10/7/11
263,9,121,10/7/11,Excused,ឈឺ,1,10/7/11
264,9,126,10/7/11,Unexcused,,1,10/7/11
265,8,121,10/10/11,Excused,ឈឺ,1,10/10/11
266,14,32,10/10/11,Excused,ឈឺ,4,10/10/11
267,9,121,10/10/11,Excused,ឈឺ,1,10/10/11
268,8,121,10/11/11,Excused,ឈឺ,1,10/11/11
269,8,142,10/11/11,Unexcused,,1,10/11/11
270,8,124,10/11/11,Excused,ក្តៅខ្លួន,1,10/11/11
271,10,63,10/11/11,Excused,មើលប្អូន,2,10/11/11
274,11,63,10/11/11,Excused,,3,10/11/11
275,11,67,10/11/11,Unexcused,,3,10/11/11
277,9,124,10/11/11,Excused,គ្រុនក្តៅ​,1,10/11/11
278,9,121,10/11/11,Excused,,,10/11/11
279,8,121,10/12/11,Excused,ឈឺ,1,10/12/11
280,8,142,10/12/11,Unexcused,,1,10/12/11
281,8,77,10/12/11,Unexcused,,1,10/12/11
282,9,121,10/12/11,Excused,,1,10/12/11
283,10,54,10/13/11,Excused,ឈឺជើង,2,10/13/11
284,9,114,10/13/11,Unexcused,,1,10/13/11
285,14,32,10/13/11,Excused,ឈឺ,4,10/13/11
286,10,68,10/14/11,Excused,ឈឺជើង,2,10/14/11
287,10,71,10/14/11,Unexcused,គ្មាន,2,10/14/11
288,11,50,10/17/11,Excused,,3,10/17/11
289,10,50,10/18/11,Excused,គ្រោះថា្នក់ចរាចរណ៍,2,10/18/11
290,10,72,10/18/11,Excused,មើលប្អូន,2,10/18/11
291,11,50,10/18/11,Excused,ឈឺ,3,10/18/11
292,11,63,10/18/11,Unexcused,,3,10/18/11
293,11,53,10/18/11,Unexcused,,3,10/18/11
294,8,130,10/18/11,Excused,ឈឺ,1,10/19/11
295,9,130,10/18/11,Excused,ឈឺ,1,10/19/11
296,9,125,10/18/11,Unexcused,,1,10/19/11
297,8,125,10/19/11,Excused,ឈឺ,1,10/19/11
298,13,101,10/19/11,Excused,,4,10/19/11
299,9,125,10/19/11,Excused,ឈឺ,1,10/19/11
300,8,114,10/20/11,Excused,ឈឺ,1,10/20/11
302,8,125,10/20/11,Excused,ឈឺ,1,10/20/11
303,10,56,10/20/11,Excused,ឈឺ,2,10/20/11
304,10,62,10/20/11,Excused,ឈឺ,2,10/20/11
305,10,55,10/20/11,Excused,ឈឺ,2,10/20/11
306,13,26,10/20/11,Excused,,4,10/20/11
307,13,98,10/20/11,Excused,,4,10/20/11
308,13,32,10/20/11,Unexcused,,4,10/20/11
309,13,33,10/20/11,Excused,,4,10/20/11
310,8,70,10/20/11,Excused,ឈឺ,1,10/20/11
311,14,33,10/20/11,Unexcused,,4,10/20/11
312,9,130,10/20/11,Excused,ឈឺ,1,10/20/11
313,9,70,10/20/11,Excused,ឈឺ,1,10/20/11
314,11,53,10/20/11,Unexcused,,3,10/20/11
315,11,56,10/20/11,Unexcused,,3,10/20/11
316,11,79,10/20/11,Unexcused,,3,10/20/11
317,9,130,10/21/11,Excused,ឈឺ,1,10/21/11
318,9,122,10/21/11,Unexcused,,1,10/21/11
319,8,70,10/24/11,Unexcused,,1,10/24/11
320,8,77,10/24/11,Unexcused,,1,10/24/11
323,10,63,10/24/11,Excused,ទៅបើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
324,10,66,10/24/11,Excused,ទៅបើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
325,10,73,10/24/11,Excused,ទៅបើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
326,10,71,10/24/11,Excused,បើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
329,10,54,10/24/11,Excused,បើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
330,10,51,10/24/11,Excused,ឈឺ,2,10/24/11
332,10,56,10/24/11,Excused,បើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
333,10,53,10/24/11,Excused,ឈឺ,2,10/24/11
334,10,74,10/24/11,Excused,បើកអង្ករ(នៅវត្តនគបាជ័យ),2,10/24/11
335,9,122,10/24/11,Unexcused,,1,10/24/11
336,9,142,10/24/11,Unexcused,,1,10/24/11
337,9,77,10/24/11,Unexcused,,1,10/24/11
338,11,51,10/24/11,Excused,ឈឺ,3,10/24/11
339,11,53,10/24/11,Unexcused,,3,10/24/11
340,13,43,10/25/11,Excused,ឈឺ,4,10/25/11
341,11,54,10/25/11,Excused,ឈឺ,3,10/25/11
342,11,51,10/25/11,Excused,ឈឺ,3,10/25/11
343,13,28,10/26/11,Excused,ឈឺ,4,10/26/11
344,13,43,10/26/11,Excused,ឈឺ,4,10/26/11
345,13,39,10/26/11,Excused,ឈឺ,4,10/26/11
346,10,51,10/26/11,Excused,ឈឺ,2,10/26/11
347,10,52,10/26/11,Excused,ឈឺ,2,10/26/11
348,11,52,10/26/11,Excused,ឈឺ,3,10/26/11
349,11,51,10/26/11,Excused,ឈឺ,3,10/26/11
350,11,51,10/26/11,Excused,ឈឺ,3,10/26/11
351,8,77,10/27/11,Unexcused,,1,10/27/11
352,8,142,10/27/11,Unexcused,,1,10/27/11
353,8,126,10/27/11,Unexcused,,1,10/27/11
354,9,142,10/27/11,Unexcused,,1,10/27/11
355,9,128,10/27/11,Excused,,1,10/27/11
356,10,52,10/28/11,Excused,ឈឺ,2,10/28/11
357,10,51,10/28/11,Excused,ឈឺ,2,10/28/11
359,10,65,10/28/11,Excused,ឈឺ,2,10/28/11
360,10,72,10/28/11,Excused,ឈឺ,2,10/28/11
361,10,73,10/28/11,Excused,ឈឺ,2,10/28/11
362,13,48,10/28/11,Excused,ឈឺ,4,10/28/11
363,8,77,10/28/11,Excused,ឈឺ,1,10/28/11
364,8,144,10/28/11,Excused,ឈឺ,1,10/28/11
365,9,144,10/28/11,Excused,ឈឺ,1,10/28/11
366,13,28,11/1/11,Excused,ឈឺ,4,11/1/11
367,8,144,11/1/11,Excused,គ្រុនឈាម,1,11/1/11
368,8,70,11/1/11,Excused,ឈឺ,1,11/1/11
369,14,44,11/1/11,Unexcused,,4,11/1/11
370,14,44,11/1/11,Unexcused,,4,11/1/11
371,14,44,11/1/11,Unexcused,,4,11/1/11
372,9,144,11/1/11,Excused,គ្រុនឈាម,4,11/1/11
373,8,144,11/2/11,Excused,គ្រុនឈាមសំរាកនៅមន្ទីរពេទ្យ,1,11/2/11
375,8,121,11/2/11,Excused,ឈឺ,1,11/2/11
376,14,28,11/2/11,Excused,ឈឺ,4,11/2/11
377,14,34,11/2/11,Excused,,4,11/2/11
378,9,144,11/2/11,Excused,គ្រុនឈាម,1,11/2/11
379,9,122,11/2/11,Unexcused,,1,11/2/11
380,13,33,11/3/11,Excused,ឈឺ,4,11/3/11
381,13,26,11/3/11,Excused,ឈឺ,4,11/3/11
382,13,28,11/3/11,Excused,ឈឺ,4,11/3/11
383,13,47,11/3/11,Excused,ឈឺ,4,11/3/11
384,8,144,11/3/11,Excused,គ្រុនឈាម,1,11/3/11
385,10,51,11/3/11,Excused,ឈឺ,2,11/3/11
386,10,108,11/3/11,Excused,ឈឺ,2,11/3/11
387,9,114,11/3/11,Excused,ឈឺ,1,11/3/11
388,9,144,11/3/11,Excused,ឈឺ,1,11/3/11
389,14,33,11/3/11,Unexcused,,4,11/3/11
390,14,28,11/3/11,Excused,គ្រុនពោះវៀន,4,11/3/11
391,11,51,11/3/11,Excused,ឈឺ,3,11/3/11
392,11,53,11/3/11,Unexcused,,3,11/3/11
393,11,79,11/3/11,Excused,ឈឺ,3,11/3/11
394,13,28,11/4/11,Excused,ឈឺ,4,11/4/11
395,8,144,11/4/11,Excused,គ្រុនឈាម,1,11/4/11
396,8,119,11/4/11,Excused,គ្រុនក្តៅ,1,11/4/11
397,10,51,11/4/11,Excused,ឈឺ,2,11/4/11
398,9,144,11/4/11,Excused,ឈឺ,1,11/4/11
400,14,101,11/4/11,Excused,ឈឺ,4,11/4/11
401,14,28,11/4/11,Excused,,4,11/4/11
402,9,119,11/4/11,Excused,ឈឺ,1,11/4/11
404,14,33,11/4/11,Unexcused,,4,11/4/11
405,11,51,11/4/11,Excused,ឈឺ,2,11/4/11
406,11,109,11/4/11,Excused,ឈឺ,2,11/4/11
409,8,144,11/7/11,Excused,គ្រុនឈាម,1,11/7/11
410,8,123,11/7/11,Unexcused,,1,11/7/11
413,8,77,11/7/11,Unexcused,,1,11/7/11
414,8,143,11/7/11,Unexcused,,1,11/7/11
415,9,142,11/7/11,Unexcused,ឈឺ,1,11/7/11
416,11,51,11/7/11,Excused,ឈឺ,3,11/7/11
417,11,53,11/7/11,Unexcused,,3,11/7/11
418,11,55,11/7/11,Excused,ឈឺ,3,11/7/11
419,11,71,11/7/11,Unexcused,,3,11/7/11
420,11,79,11/7/11,Excused,ឈឺ,3,11/7/11
421,14,43,11/7/11,Unexcused,ឈឺ,4,11/7/11
422,13,33,11/8/11,Excused,ឈឺ,4,11/8/11
423,13,26,11/8/11,Unexcused,ឈឺ,4,11/8/11
424,8,144,11/8/11,Excused,គ្រុនឈាម,1,11/8/11
428,14,48,11/8/11,Unexcused,,1,11/8/11
429,14,33,11/8/11,Unexcused,,1,11/8/11
430,14,32,11/8/11,Unexcused,,1,11/8/11
431,9,77,11/8/11,Unexcused,,1,11/8/11
432,9,144,11/8/11,Excused,ឈឺ,1,11/8/11
433,9,61,11/8/11,Excused,,1,11/8/11
434,9,116,11/8/11,Unexcused,,1,11/8/11
435,9,127,11/8/11,Unexcused,,1,11/8/11
436,9,143,11/8/11,Unexcused,,1,11/8/11
442,8,128,11/14/11,Unexcused,,1,11/14/11
443,10,51,11/14/11,Excused,ឈឺ,2,11/14/11
444,10,55,11/14/11,Unexcused,,2,11/14/11
445,10,71,11/14/11,Excused,ឈឺ,2,11/14/11
446,14,96,11/14/11,Unexcused,,4,11/14/11
447,11,51,11/14/11,Excused,ឈឺ,3,11/14/11
449,11,55,11/14/11,Excused,ឈឺ,3,11/14/11
450,11,71,11/14/11,Unexcused,,3,11/14/11
451,10,51,11/15/11,Unexcused,,2,11/15/11
452,13,43,11/15/11,Unexcused,ឈឺ,4,11/15/11
453,11,51,11/15/11,Excused,ឈឺ,3,11/15/11
456,10,51,11/16/11,Unexcused,,2,11/16/11
457,10,51,11/16/11,Unexcused,,2,11/16/11
458,10,53,11/16/11,Unexcused,,2,11/16/11
459,14,99,11/16/11,Unexcused,,4,11/16/11
460,11,51,11/16/11,Excused,ឈឺ,3,11/16/11
461,11,51,11/16/11,Excused,ឈឺ,3,11/16/11
462,10,51,11/17/11,Unexcused,,2,11/17/11
463,10,53,11/17/11,Excused,មករៀនយឹត,2,11/17/11
464,14,33,11/17/11,Unexcused,,4,11/17/11
465,10,51,11/18/11,Unexcused,,2,11/18/11
466,13,33,11/18/11,Unexcused,ឈឺ,4,11/18/11
467,10,54,11/18/11,Excused,ឈឺជើង,2,11/18/11
468,13,99,11/18/11,Unexcused,ឈឺ,4,11/18/11
469,10,55,11/18/11,Excused,ឈឺធ្មេញ,2,11/18/11
470,8,123,11/18/11,Unexcused,,1,11/18/11
471,14,33,11/18/11,Unexcused,,4,11/18/11
472,14,102,11/18/11,Unexcused,,4,11/18/11
473,14,99,11/18/11,Unexcused,,4,11/18/11
474,9,122,11/18/11,Unexcused,ឈឺ,1,11/18/11
475,9,129,11/18/11,Unexcused,ឈឺ,1,11/18/11
476,10,66,11/21/11,Excused,ទៅការបងប្អូនជាមួយឳពុកម្ដាយ,2,11/21/11
477,10,79,11/21/11,Excused,ទៅភ្នំពេញជាមួយម្ដាយមើលជម្ងឺ,2,11/21/11
478,10,55,11/21/11,Excused,ឈឺ,2,11/21/11
482,10,51,11/21/11,Excused,,2,11/21/11
483,14,102,11/21/11,Unexcused,,4,11/21/11
484,9,70,11/21/11,Excused,ឈឺ,1,11/21/11
485,11,51,11/21/11,Excused,ឈឺ,3,11/21/11
486,11,53,11/21/11,Unexcused,,3,11/21/11
487,11,79,11/21/11,Excused,,3,11/21/11
488,11,66,11/21/11,Excused,,3,11/21/11
491,10,66,11/22/11,Excused,ទៅការបងប្អូជាមួយឳពុកម្ដាយ,2,11/22/11
492,13,33,11/23/11,Excused,ឈឺ,4,11/23/11
493,8,125,11/23/11,Excused,តាស្លាប់,1,11/23/11
494,8,142,11/23/11,Unexcused,,1,11/23/11
495,10,51,11/23/11,Unexcused,,2,11/23/11
